place,info,문의 및 안내,주소,주차,입실시간,퇴실시간,객실내 취사 여부,객실수,객실유형,접근로,출입통로,review,영업시간,휴일,대표메뉴,취급메뉴,홈페이지,이용시간,지정현황,입장료,체험가능 연령,화장실,체험 프로그램,이용 시기,주차 요금,이용요금,주요시설,장애인 주차 안내,지체장애 기타 상세,식음료장,부대시설,엘리베이터,객실,유아용보조의자,휠체어,수용인원,규모,수유실,판매 품목,시설이용료,체험프로그램,바비큐장여부,노래방 여부,세미나실 여부,유모차,점자 홍보물,"영유아가족
기타상세",이용가능시설,좌석수,주차요금,대중 교통,오디오 가이드,시각장애 기타상세
본가 안동국시 본점,"본가 안동국시 본점은 대구광역시 수성구 황금동에 있다. 깔끔한 외관과 차분한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 안동국시다. 안동국시의 깊은 국물 맛과 부드러운 면발, 여기에 수육과 빈대떡 등 고소한 사이드 메뉴가 조화를 이룬다. 대구 지하철 3호선 어린이회관역과 파동IC에서 가깝다. 인근에는 국립대구박물관, 덕산서원, 대구어린이교통랜드가 있어 연계 여행에 나서기 쉽다.",,대구광역시 수성구 희망로 216 (황금동),가능,,,,,,,,대구 방문하는 사람에게 꼭 추천하고 싶은 맛집입니다. 사골국물 베이스에 쫄깃한 안동국시 한그릇이면 속이 든든해집니다. 곁들여 나오는 갯잎반찬을 보면서 국수에 갯잎? 순간 의아해지는것도 잠시 정말 꿀조합입니다.,"- 11:00~20:30
- 준비시간 15:00~17:00
- 마지막 주문 14:30, 20:00",연중무휴,안동국시,예전국시 / 초계국시 / 냉콩국시 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
울진참가자미,"울진참가자미는 대구광역시 수성구 수성시장역 4번 출구 인근에 위치해 있는 횟집이다. 인기 메뉴로는 참가자미회, 문어숙회, 울진대게, 이시가라 등이 있으며, 고추장 비빔물회도 인기가 많다. 이외에도 참도다리회와 자연산 광어회, 소라회, 회덮밥 등 다양한 해산물을 즐길 수 있는 메뉴가 준비되어 있다.",,대구광역시 수성구 들안로 297 (수성동2가),가능,,,,,,,,,11:30~23:30,연중무휴,고추장 비빔물회,참가자미회 / 참도다리 / 회덮밥 / 소라회 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고운곰탕,"고운곰탕은 대구광역시 수성구 범어동에 있다. 모던한 느낌의 외관과 깔끔한 분위기를 연출하는 인테리어가 돋보인다. 대표 메뉴는 좋은 고기와 내장을 넣어 정성껏 끓인 고운곰탕이다. 맑은 곰탕은 깊고 깔끔한 맛을 자랑하며, 들기름비빔면과 비빔냉면은 고소함과 상큼함으로 인기가 많다. 대구 지하철 2호선 수성구청역과 동대구 IC에서 가깝다. 인근에는 범어먹거리타운, 대구어린이대공원이 있다.",,대구광역시 수성구 달구벌대로 2474-8 (범어동),,,,,,,,,,"- 11:30~21:00
- 준비시간 15:00~17:00
- 마지막 주문 14:30, 20:30",매주 일요일,고운곰탕,평양냉면 / 어복쟁반 / 들기름비빔면 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명산한우식육식당,"명산한우식육식당은 대구광역시 동구 송정동에 있는 한우구이 전문 식당이다. 한우 갈비살을 비롯한 다양한 부위를 즐길 수 있는 곳으로, 고급스러운 맛과 편리한 시설이 장점이다. 넓은 주차장과 단체석, 개별 방갈로로 구성되어 있어 프라이빗한 식사가 가능하며, 반려견 동반 시에도 넓은 잔디 마당에서 편안하게 이용할 수 있다.",,대구광역시 동구 서촌로 122 (송정동),가능,,,,,,,,,"- 11:30~21:30
- 준비시간 15:30~16:00
- 마지막 주문 20:30",설·추석 연휴,한우1++특갈비살,냉면 / 소면 / 된장찌개 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현짬뽕,"현짬뽕은 대구광역시 남구 이천동에 위치한 중식당이다. 문어짬뽕, 탕수육, 바람돌이짜장 등 모든 메뉴가 호평을 받고 있으며, 특히 볶음밥은 현짬뽕만의 특별소스로 고슬하게 볶아내어 별미로 손꼽힌다. 짬뽕은 인공화학물을 첨가하지 않고 수십 년 간의 웍질과 파기름으로 불맛을 입혀 많은 인기를 얻고 있다.",,대구광역시 남구 대봉로 170 (이천동),불가능,,,,,,,,,"- 11:00~21:00
- 마지막 주문 20:20",연중무휴,바람돌이짜장,통문어 짬뽕 / 찹쌀 탕수육 / 통문어짬뽕전골 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하얀집,"하얀집은 대구광역시 달성군 가창면에 위치해 있다. 이곳은 두부는 국산 콩만 사용해 손수 만든다. 예스러운 느낌의 외관과 깔끔함이 돋보이는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 두부 코스요리처럼 다양한 두부 음식을 맛볼 수 있는 식당으로, 밥정식·콩국수 정식·두부샤브가 인기 메뉴이다.",,대구광역시 달성군 가창면 가창로155길 9,가능,,,,,,,,,"[평일]
- 10:40~18:00
- 준비시간 15:00~16:00
[주말]
- 10:40~18:30
- 준비시간 15:00~16:00","매주 월요일 / 매달 첫째, 셋째 화요일",밥정식,콩국수 정식 / 두부샤브 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대가웍 본점,"대가웍 본점은 대구광역시 달성군 현풍읍에 있는 중국집이다. 푸짐한 양과 진한 불맛으로 유명하다. 간짜장은 양파가 듬뿍 들어가 깊은 맛을 자랑하며, 매운짬뽕은 얼큰한 국물이 일품이다. 탕수육과 깐풍기 등 요리 메뉴도 다양하게 준비되어 있어 가족 단위 방문객들에게 추천한다. 북현풍(하이패스)IC에서 가깝고, 인근에 달성종합스포츠파크와 달성 노을공원, 세계문화유산으로 지정된 도동서원(우리나라 5대 서원 중 하나)이 있어 연계 여행이 손쉽다.",,대구광역시 달성군 현풍읍 현풍동로29길 5,가능,,,,,,,,,"- 10:30~20:30
- 준비시간 15:00~17:00
- 마지막 주문 20:00","매달 첫째, 둘째, 셋째, 넷째 월요일",칠리새우,깐풍기 / 탕수육 / 짬뽕밥 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진해숯불막창,"진해숯불막창은 대구광역시 남구 대명동에 있다. 세월의 흔적이 엿보이는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 숯불에 구워서 먹는 소 절창이다. 소 절창은 대창과 막창 사이 부분이며 특수부위에 해당한다. 고기들은 모두 초벌되어 나오며, 특히 절창은 고소하고 맛있다. 된장찌개는 두부와 고기가 풍부하게 들어가고 칼칼한 맛이 특징으로 고기와 잘 어울린다.",,대구광역시 남구 성당로 272 (대명동),가능,,,,,,,,,17:00~01:00,매주 일요일,절창,소막창 / 돼지막창 / 목살 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서민갈비,"대구 수성구 두산동에 있는 서민갈비는 제주 흑돼지구이 전문점이다. 흑돼지를 사용함에도 저렴한 가격으로 인기가 많다. 이곳의 대표 메뉴인 '김재동갈비(한돈삼겹돼지갈비)'를 비롯해 압력 돌솥밥과 해물된장찌개, 물냉면 등 후식 메뉴도 인기가 높다. 인근에 수성못이 있어 식사 후에 산책하며 둘러보기 좋다.",,대구광역시 수성구 들안로 8-5 (두산동),가능,,,,,,,,주자창이 넓어서 주차도 편리하고 고기도 맛있고 분위기도 좋아요,"- 11:30~23:00
- 마지막 주문 22:30",연중무휴,김재동갈비,전복뚝배기 / 막국수 / 제주 흑돼지생구이 등,https://www.instagram.com/1st__smbbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진흥반점,"대구 남구 이천동에 있는 진흥반점은 할아버지 때부터 대를 이어서 운영 중인 전통 있는 중식당이다. 짬뽕은 감칠맛이 뛰어나며, 짜장면도 맛있다는 평이 있다. 함께 들어가 있는 숙주는 부드러운 면발과 함께 어우러져 아삭한 식감을 더한다. 짬뽕의 파트너로 제격인 메뉴가 바로 볶음밥이다. 대구 지하철 3호선 건들바위역이 가깝고, 인근에 두류산이 있어 등산 후 방문하는 것도 좋은 코스다.",,대구광역시 남구 이천로28길 43-2 (이천동),,,,,,,,,,- 09:30~14:30,매주 일요일,짬뽕,짬뽕밥 / 짜장면 / 볶음밥 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무화커피,"무화커피는 대구시 수성구 범어동에 자리 잡고 있다. 대구 도심을 조망할 수 있는 루프탑 카페로 유명하다. 직접 로스팅한 원두로 다양한 드립커피와 에스프레소 메뉴를 제공하며, 탁 트인 뷰와 쾌적한 공간이 특징이다. 낮과 밤 모두 아름다운 풍경과 함께 아포가토, 샤케라또, 마자그란 등 특별한 커피 메뉴를 즐길 수 있다.",,대구광역시 수성구 국채보상로186길 81 (범어동),가능,,,,,,,,,"- 10:30~24:00
- 마지막 주문 22:30",연중무휴,크로플,핸드드립 / 아나스타샤 / 아쿠아로사 등,https://www.instagram.com/muhwa_coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산엘,"산엘아르카는 대구시 달성군 유가읍에 자리 잡고 있다. 산엘시그니처피자, 상하이크랩파스타, 통삼겹스테이크 등이 인기 메뉴이다. 시그니처 피자와 새우 필라프가 인기가 높으며, 커피 메뉴도 구수하고 맛있다는 평가를 받는다. 정원이 예쁘게 꾸며져 있어 분위기 또한 좋다.",,대구광역시 달성군 유가읍 휴양림길 416,가능,,,,,,,,,"- 10:00~21:00
- 마지막 주문 20:00",매주 월요일,상하이크랩파스타,산엘시그니처피자 / 삼겹스테이크 / 브런치세트 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아눅 앞산,"아눅앞산은 대구시 남구 대명동에 자리 잡고 있다. 대구 시내를 조망할 수 있는 위치에 있다. 치아바타 샌드위치와 프렌치토스트, 양송이수프는 항상 인기 메뉴이며, 특히 부라타치즈가 올라간 치즈프렌치토스트는 특별한 맛을 자랑한다. 매장 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋고 주차는 매장 뒤편 주차장이나 앞산전망대 공영주차장을 이용하면 된다.",,대구광역시 남구 앞산순환로 459 (대명동),가능,,,,,,,,아눅앞산 분위기 있는 장소를 찾으신다면 추천드립니다. 친구와 연인과 가보세요.,"- 10:00 ~ 22:00
- 마지막 주문 21:00",연중무휴,BELT 크루아상샌드위치,양송이수프 / 프렌치토스트 / 아눅 크림라떼 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동봉,"동봉은 대구광역시 동구 백안동에 있는 육류 전문 음식점이다. 현대적인 감각이 돋보이는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 한돈돼지갈비와 삼겹살이 주 메뉴로, 고기 질이 우수하고 밑반찬도 풍성하게 제공된다. 2대째 운영 중인 이곳의 대표 메뉴는 신선한 국내산 돼지갈비와 목살을 비법 소스로 양념한 한돈양념돼지갈비다. 이 밖에 한우막구이, 한돈삼겹살, 한돈목살 등도 맛볼 수 있다.",,대구광역시 동구 팔공로 995 (백안동),가능,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함(자동문),,"- 11:30~22:00
- 준비시간 15:00~17:00
- 마지막 주문 21:00",연중무휴,한돈양념돼지갈비,한우막구이 / 한돈삼겹살 / 한돈목살 등,,,,,,,,,,,,장애인 주차장 있음(1대)_무장애 편의시설,의자식 테이블 있음,,,,,,,,,,,,,,,,,,,,,,,,
루미너스,루미너스는 대구광역시 수성구 황금동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 파동IC와 대구 지하철 3호선 어린이회관역에서 가깝다. 주변에는 아르떼 수성랜드와 고산골 공룡공원이 있다.,,대구광역시 수성구 희망로 204 (황금동),가능,,,,,,,,,"- 11:30~21:00
- 마지막 주문 20:00",연중무휴,한우 안심 스테이크 코스,애호박 바질페스토 피자 / 치킨 샐러드 / 까르보나라 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제1국수집,"제1국수집은 대구광역시 북구 침산동에 있다. 잔치국수와 고기국수, 불고기 한 접시 등 3가지 메뉴로 구성되어 있다. 세월의 흔적이 엿보이는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 불고기는 단짠단짠한 맛과 불향이 일품이며, 국수는 푸짐한 양과 진한 육수가 특징이다. 매장 옆에 전용 주차장이 마련되어 있어 차량 방문도 편리하며, 선불 결제 후 자리를 잡는 시스템으로 운영된다.",,대구광역시 북구 노원로 242 (침산동),,,,,,,,,좋아요,"- 10:30~15:00
- 마지막 주문 14:40",매주 일요일,잔치국수,고기국수 / 불고기 한 접시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이향,"이향은 대구광역시 수성구 삼덕동에 위치하고 있다. 곤드레밥과 백숙이 유명한 한식당이다. 곤드레밥은 향긋한 산나물 풍미가 일품이며, 11가지 반찬과 함께 제공되어 든든한 한 끼를 즐길 수 있다. 촌닭약초해물백숙과 해물옻닭 등 다양한 보양식 메뉴도 인기이다. 오랜 세월의 흔적이 엿보이는 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다.",,대구광역시 수성구 월드컵로5안길 17-3 (삼덕동),가능,,,,,,,,,"- 11:00~22:00
- 마지막 주문 21:00",연중무휴,곤드레밥,능이약초백숙 / 해물옻닭 / 닭볶음탕 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이상근의삼거리오징어회타운,"이상근의 삼거리 오징어회타운은 대구에서 가장 큰 오징어 횟집이다. 요리에 쓰이는 식재료와 활어, 오징어, 해산물은 산지 직송하여 가지고 온다. 물회가 인기 있으며, 시원한 살얼음 육수에 신선한 회와 전복 등 재료가 풍부하게 들어가 있다. 모듬회와 특수회 등 다양한 메뉴를 제공하며, 밑반찬도 종류가 많다. 독립된 개별룸에서 프라이빗하게 식사를 즐길 수 있으며, 30명 이상 수용이 가능한 넓은 단체석도 구비되어 있어 각종 모임, 회식 등 단체모임을 하기에 안성맞춤이다.",,대구광역시 북구 구암로 280 (구암동),가능,,,,,,,,,"- 12:00~02:00
- 마지막 주문 00:30",연중무휴,물회,모듬회 / 오징어회 / 회덮밥 등,https://enolja.com/t/3way-sush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고미텐,"고미텐은 대구광역시 수성구 만촌동에 있다. 일본 감성이 느껴지는 외관과 내부 인테리어가 돋보이는 곳이다. 대표 메뉴는 고미텐동이다. 이 밖에 스페셜덴동, 새우텐동, 새우관자카키아케동, 타레가츠 등을 맛볼 수 있다. 대구 지하철 2호선 만촌역과 동대구IC에서 가깝다. 인근에는 국립대구박물관, 대구어린이교통랜드가 있다.",,대구광역시 수성구 동원로 6 (만촌동),,,,,,,,,,"[평일]
- 11:45~21:00
- 준비시간 15:00~17:15
- 마지막 주문 14:30, 20:30
[주말]
- 11:45~19:15
- 마지막 주문 18:45",연중무휴,고미텐동,가츠동 / 새우텐동 / 텐푸라 등,https://www.instagram.com/gomi_ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
푸나왈라,"푸나왈라는 대구광역시 수성구 두산동에 있는 인도 요리 전문점이다. 깔끔한 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 커리와 난을 비롯한 다양한 인도 요리를 맛볼 수 있으며, 특히 말라이티카와 킹피셔 등 특색 있는 메뉴가 인기다. 대구 지하철 3호선 수성못역과 파동 IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",,대구광역시 수성구 수성못2길 3 (두산동),가능,,,,,,,,,"- 11:00~21:40
- 마지막 주문 21:00",연중무휴,쿠쉬탈리,아메리카노 / 커리 / 난 / 말라이티카 등,https://www.instagram.com/adintkr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
